trial,rider,path,path_time,n_orders,delta_mean,delta_min,delta_max
trial 570,rider 3,path 1,11,1,-22.0,-22,-22
trial 570,rider 3,path 2,23,1,-16.0,-16,-16
trial 570,rider 3,path 3,36,2,-8.5,-14,-3
trial 571,rider 1,path 1,25,1,-15.0,-15,-15
trial 571,rider 1,path 2,31,2,-12.0,-17,-7
trial 571,rider 2,path 1,26,2,-8.5,-11,-6
trial 571,rider 2,path 2,21,1,-17.0,-17,-17
trial 571,rider 3,path 1,21,2,-23.5,-30,-17
trial 571,rider 3,path 2,48,5,1.6,-23,21
trial 572,rider 1,path 1,34,3,-9.666666666666666,-20,-1
trial 572,rider 1,path 2,27,3,-9.333333333333334,-23,5
trial 572,rider 2,path 1,21,1,-17.0,-17,-17
trial 572,rider 2,path 2,21,1,-11.0,-11,-11
trial 572,rider 2,path 3,28,2,-11.0,-20,-2
trial 572,rider 3,path 1,23,1,-16.0,-16,-16
trial 572,rider 3,path 2,34,2,-9.5,-18,-1
trial 573,rider 1,path 1,15,1,-20.0,-20,-20
trial 573,rider 1,path 2,40,4,-2.75,-24,15
trial 573,rider 2,path 1,15,1,-20.0,-20,-20
trial 573,rider 2,path 2,33,3,-8.666666666666666,-18,1
trial 573,rider 3,path 1,17,1,-19.0,-19,-19
trial 573,rider 3,path 2,42,3,-10.333333333333334,-19,-1
trial 574,rider 1,path 1,46,4,-3.0,-11,8
trial 574,rider 2,path 1,23,1,-16.0,-16,-16
trial 574,rider 2,path 2,30,2,-14.0,-19,-9
trial 574,rider 3,path 1,23,1,-16.0,-16,-16
trial 574,rider 3,path 2,34,2,-6.0,-12,0
trial 574,rider 3,path 3,37,3,-6.666666666666667,-20,4
trial 575,rider 1,path 1,21,1,-17.0,-17,-17
trial 575,rider 1,path 2,47,3,-3.3333333333333335,-16,12
trial 575,rider 2,path 1,23,1,-16.0,-16,-16
trial 575,rider 2,path 2,37,3,-8.0,-21,5
trial 575,rider 3,path 1,7,1,-24.0,-24,-24
trial 575,rider 3,path 2,42,3,-6.333333333333333,-19,5
trial 575,rider 3,path 3,25,1,-7.0,-7,-7
trial 576,rider 1,path 1,13,1,-21.0,-21,-21
trial 576,rider 1,path 2,42,4,-1.75,-21,21
trial 576,rider 2,path 1,13,1,-21.0,-21,-21
trial 576,rider 2,path 2,21,1,-17.0,-17,-17
trial 576,rider 2,path 3,13,1,-21.0,-21,-21
trial 576,rider 2,path 4,17,1,-10.0,-10,-10
trial 576,rider 3,path 1,23,1,-16.0,-16,-16
trial 576,rider 3,path 2,42,3,0.6666666666666666,-8,5
trial 577,rider 1,path 1,26,3,-15.0,-23,-5
trial 577,rider 1,path 2,45,4,-2.25,-14,7
trial 577,rider 2,path 1,13,1,-21.0,-21,-21
trial 577,rider 2,path 2,34,2,-10.5,-13,-8
trial 577,rider 3,path 1,25,2,-22.0,-29,-15
trial 577,rider 3,path 2,23,1,-16.0,-16,-16
trial 578,rider 1,path 1,19,1,-18.0,-18,-18
trial 578,rider 1,path 2,17,1,-17.0,-17,-17
trial 578,rider 1,path 3,50,5,1.0,-22,22
trial 578,rider 2,path 1,37,2,-10.0,-16,-4
trial 578,rider 2,path 2,23,1,-16.0,-16,-16
trial 578,rider 3,path 1,23,1,-16.0,-16,-16
trial 578,rider 3,path 2,21,1,-16.0,-16,-16
trial 578,rider 3,path 3,25,1,-15.0,-15,-15
trial 579,rider 1,path 1,19,1,-18.0,-18,-18
trial 579,rider 1,path 2,41,5,-1.6,-22,18
trial 579,rider 2,path 1,17,1,-19.0,-19,-19
trial 579,rider 2,path 2,41,4,-1.75,-15,8
trial 579,rider 3,path 1,23,1,-16.0,-16,-16
trial 579,rider 3,path 2,25,1,-15.0,-15,-15
trial 580,rider 1,path 1,37,3,-5.666666666666667,-10,2
trial 580,rider 2,path 1,21,1,-17.0,-17,-17
trial 580,rider 2,path 2,15,1,-20.0,-20,-20
trial 580,rider 2,path 3,25,1,-15.0,-15,-15
trial 580,rider 3,path 1,23,1,-16.0,-16,-16
trial 580,rider 3,path 2,21,1,-17.0,-17,-17
trial 580,rider 3,path 3,51,5,1.6,-12,16
trial 581,rider 1,path 1,9,1,-23.0,-23,-23
trial 581,rider 1,path 2,44,4,-7.25,-18,7
trial 581,rider 2,path 1,25,1,-15.0,-15,-15
trial 581,rider 2,path 2,21,1,-17.0,-17,-17
trial 581,rider 2,path 3,28,2,-8.0,-12,-4
trial 581,rider 3,path 1,27,1,-14.0,-14,-14
trial 581,rider 3,path 2,21,1,-17.0,-17,-17
trial 581,rider 3,path 3,31,2,-5.5,-8,-3
trial 582,rider 1,path 1,26,2,-12.0,-17,-7
trial 582,rider 1,path 2,19,2,-17.0,-21,-13
trial 582,rider 2,path 1,11,1,-22.0,-22,-22
trial 582,rider 2,path 2,50,5,1.6,-17,19
trial 582,rider 3,path 1,23,1,-16.0,-16,-16
trial 582,rider 3,path 2,23,1,-13.0,-13,-13
trial 582,rider 3,path 3,27,1,-13.0,-13,-13
trial 583,rider 1,path 1,41,3,-8.666666666666666,-20,4
trial 583,rider 2,path 1,11,1,-22.0,-22,-22
trial 583,rider 2,path 2,25,1,-15.0,-15,-15
trial 583,rider 2,path 3,45,4,0.0,-14,15
trial 583,rider 3,path 1,21,1,-17.0,-17,-17
trial 583,rider 3,path 2,19,1,-18.0,-18,-18
trial 583,rider 3,path 3,19,2,-19.0,-24,-14
trial 584,rider 1,path 1,29,3,-20.0,-29,-10
trial 584,rider 1,path 2,21,1,-17.0,-17,-17
trial 584,rider 2,path 1,21,1,-17.0,-17,-17
trial 584,rider 2,path 2,22,2,-16.0,-19,-13
trial 584,rider 2,path 3,32,2,-4.0,-9,1
trial 584,rider 3,path 1,19,1,-18.0,-18,-18
trial 584,rider 3,path 2,38,3,-9.0,-19,2
trial 585,rider 1,path 1,29,2,-12.0,-16,-8
trial 585,rider 1,path 2,23,1,-16.0,-16,-16
trial 585,rider 1,path 3,9,1,-13.0,-13,-13
trial 585,rider 2,path 1,25,1,-15.0,-15,-15
trial 585,rider 2,path 2,38,3,-9.0,-19,-1
trial 585,rider 3,path 1,21,1,-17.0,-17,-17
trial 585,rider 3,path 2,25,2,-16.5,-21,-12
trial 585,rider 3,path 3,21,2,-23.5,-30,-17
trial 586,rider 1,path 1,21,1,-17.0,-17,-17
trial 586,rider 1,path 2,62,7,12.0,-19,36
trial 586,rider 2,path 1,23,1,-16.0,-16,-16
trial 586,rider 2,path 2,33,2,-10.5,-16,-5
trial 586,rider 3,path 1,23,1,-16.0,-16,-16
trial 586,rider 3,path 2,17,1,-19.0,-19,-19
trial 587,rider 1,path 1,9,1,-23.0,-23,-23
trial 587,rider 1,path 2,15,1,-18.0,-18,-18
trial 587,rider 1,path 3,38,3,-3.3333333333333335,-17,14
trial 587,rider 2,path 1,39,4,-7.75,-21,7
trial 587,rider 3,path 1,23,1,-16.0,-16,-16
trial 587,rider 3,path 2,23,1,-12.0,-12,-12
trial 587,rider 3,path 3,29,2,-2.0,-5,1
trial 588,rider 1,path 1,13,1,-21.0,-21,-21
trial 588,rider 1,path 2,32,3,-8.333333333333334,-21,-1
trial 588,rider 1,path 3,32,2,-7.0,-20,6
trial 588,rider 2,path 1,19,1,-18.0,-18,-18
trial 588,rider 2,path 2,39,4,-5.0,-21,8
trial 588,rider 3,path 1,23,1,-16.0,-16,-16
trial 588,rider 3,path 2,31,1,-12.0,-12,-12
trial 589,rider 1,path 1,24,2,-13.0,-19,-7
trial 589,rider 1,path 2,49,4,-0.75,-14,13
trial 589,rider 2,path 1,27,2,-21.5,-30,-13
trial 589,rider 2,path 2,30,2,-12.0,-14,-10
trial 589,rider 3,path 1,23,1,-16.0,-16,-16
trial 589,rider 3,path 2,33,2,-13.0,-20,-6
trial 590,rider 1,path 1,21,1,-17.0,-17,-17
trial 590,rider 1,path 2,36,2,-8.5,-12,-5
trial 590,rider 2,path 1,28,2,-16.5,-24,-9
trial 590,rider 2,path 2,39,4,-3.75,-13,7
trial 590,rider 3,path 1,23,1,-16.0,-16,-16
trial 590,rider 3,path 2,15,1,-20.0,-20,-20
trial 590,rider 3,path 3,36,2,-3.0,-10,4
trial 591,rider 1,path 1,19,2,-18.0,-21,-15
trial 591,rider 1,path 2,33,3,-12.0,-23,-1
trial 591,rider 2,path 1,23,1,-16.0,-16,-16
trial 591,rider 2,path 2,31,2,-5.5,-7,-4
trial 591,rider 3,path 1,21,1,-17.0,-17,-17
trial 591,rider 3,path 2,25,1,-15.0,-15,-15
trial 591,rider 3,path 3,32,3,-4.0,-17,13
trial 592,rider 1,path 1,22,2,-14.0,-18,-10
trial 592,rider 1,path 2,29,3,-2.0,-16,13
trial 592,rider 1,path 3,32,2,-8.0,-13,-3
trial 592,rider 2,path 1,25,1,-15.0,-15,-15
trial 592,rider 2,path 2,25,1,-15.0,-15,-15
trial 592,rider 3,path 1,23,1,-16.0,-16,-16
trial 592,rider 3,path 2,34,3,-9.0,-20,5
trial 593,rider 1,path 1,15,1,-20.0,-20,-20
trial 593,rider 1,path 2,19,1,-18.0,-18,-18
trial 593,rider 1,path 3,49,4,0.5,-11,12
trial 593,rider 2,path 1,31,1,-12.0,-12,-12
trial 593,rider 2,path 2,27,2,-15.5,-20,-11
trial 593,rider 3,path 1,21,1,-17.0,-17,-17
trial 593,rider 3,path 2,40,3,-6.666666666666667,-16,3
trial 594,rider 1,path 1,15,1,-20.0,-20,-20
trial 594,rider 1,path 2,27,2,-12.5,-18,-7
trial 594,rider 1,path 3,32,3,-5.333333333333333,-11,3
trial 594,rider 2,path 1,21,1,-17.0,-17,-17
trial 594,rider 2,path 2,24,2,-15.5,-18,-13
trial 594,rider 2,path 3,28,2,-12.5,-15,-10
trial 594,rider 3,path 1,27,1,-14.0,-14,-14
trial 594,rider 3,path 2,23,1,-16.0,-16,-16
trial 595,rider 1,path 1,29,2,-12.5,-17,-8
trial 595,rider 2,path 1,27,1,-14.0,-14,-14
trial 595,rider 2,path 2,27,1,-14.0,-14,-14
trial 595,rider 3,path 1,21,1,-17.0,-17,-17
trial 595,rider 3,path 2,69,8,8.5,-23,43
trial 596,rider 1,path 1,29,2,-10.0,-12,-8
trial 596,rider 1,path 2,22,2,-14.5,-21,-8
trial 596,rider 2,path 1,23,1,-16.0,-16,-16
trial 596,rider 2,path 2,15,1,-5.0,-5,-5
trial 596,rider 2,path 3,23,1,-10.0,-10,-10
trial 596,rider 3,path 1,23,1,-16.0,-16,-16
trial 596,rider 3,path 2,23,2,0.0,-1,1
trial 596,rider 3,path 3,33,3,-9.666666666666666,-18,1
trial 597,rider 1,path 1,19,1,-18.0,-18,-18
trial 597,rider 1,path 2,31,2,-8.5,-9,-8
trial 597,rider 1,path 3,33,3,-6.333333333333333,-16,10
trial 597,rider 2,path 1,21,1,-17.0,-17,-17
trial 597,rider 2,path 2,30,3,-11.0,-18,-2
trial 597,rider 3,path 1,23,1,-16.0,-16,-16
trial 597,rider 3,path 2,30,2,-12.5,-16,-9
trial 598,rider 1,path 1,19,1,-18.0,-18,-18
trial 598,rider 1,path 2,29,3,-12.666666666666666,-18,-6
trial 598,rider 2,path 1,11,1,-22.0,-22,-22
trial 598,rider 2,path 2,15,1,-17.0,-17,-17
trial 598,rider 2,path 3,28,2,-16.0,-23,-9
trial 598,rider 3,path 1,9,1,-23.0,-23,-23
trial 598,rider 3,path 2,25,1,-15.0,-15,-15
trial 598,rider 3,path 3,26,2,-18.0,-24,-12
trial 599,rider 1,path 1,11,1,-22.0,-22,-22
trial 599,rider 1,path 2,24,2,-8.0,-15,-1
trial 599,rider 1,path 3,34,3,-4.333333333333333,-9,2
trial 599,rider 2,path 1,13,1,-21.0,-21,-21
trial 599,rider 2,path 2,23,1,-16.0,-16,-16
trial 599,rider 2,path 3,36,3,-3.0,-10,3
trial 599,rider 3,path 1,15,1,-20.0,-20,-20
trial 599,rider 3,path 2,25,1,-15.0,-15,-15
trial 600,rider 1,path 1,13,1,-21.0,-21,-21
trial 600,rider 1,path 2,44,3,-4.666666666666667,-18,10
trial 600,rider 2,path 1,17,1,-19.0,-19,-19
trial 600,rider 2,path 2,23,1,-16.0,-16,-16
trial 600,rider 2,path 3,42,4,-1.25,-13,7
trial 600,rider 3,path 1,23,1,-16.0,-16,-16
trial 600,rider 3,path 2,33,2,-15.5,-23,-8
trial 601,rider 1,path 1,21,1,-17.0,-17,-17
trial 601,rider 1,path 2,48,6,5.833333333333333,-23,28
trial 601,rider 2,path 1,46,4,4.25,-7,26
trial 601,rider 3,path 1,23,1,-16.0,-16,-16
trial 601,rider 3,path 2,17,1,-19.0,-19,-19
trial 602,rider 1,path 1,11,1,-20.0,-20,-20
trial 602,rider 1,path 2,53,5,-2.4,-15,11
trial 602,rider 2,path 1,11,1,-22.0,-22,-22
trial 602,rider 2,path 2,21,1,-17.0,-17,-17
trial 602,rider 2,path 3,19,1,-18.0,-18,-18
trial 602,rider 3,path 1,19,1,-18.0,-18,-18
trial 602,rider 3,path 2,23,1,-16.0,-16,-16
trial 602,rider 3,path 3,20,2,-17.5,-21,-14
trial 603,rider 1,path 1,15,1,-20.0,-20,-20
trial 603,rider 1,path 2,59,6,5.833333333333333,-22,28
trial 603,rider 2,path 1,19,2,-18.5,-22,-15
trial 603,rider 2,path 2,11,1,-22.0,-22,-22
trial 603,rider 3,path 1,17,1,-19.0,-19,-19
trial 603,rider 3,path 2,23,1,-16.0,-16,-16
trial 603,rider 3,path 3,19,1,-18.0,-18,-18
trial 604,rider 1,path 1,28,2,-14.5,-21,-8
trial 604,rider 1,path 2,23,3,-17.0,-24,-10
trial 604,rider 2,path 1,11,1,-22.0,-22,-22
trial 604,rider 2,path 2,9,1,-23.0,-23,-23
trial 604,rider 2,path 3,13,1,-21.0,-21,-21
trial 604,rider 2,path 4,34,2,-10.5,-13,-8
trial 604,rider 3,path 1,15,1,-20.0,-20,-20
trial 604,rider 3,path 2,29,2,-13.5,-19,-8
trial 605,rider 1,path 1,23,1,-16.0,-16,-16
trial 605,rider 1,path 2,53,5,3.2,-16,18
trial 605,rider 2,path 1,31,2,-10.5,-18,-3
trial 605,rider 2,path 2,35,3,-10.666666666666666,-23,0
trial 605,rider 3,path 1,27,1,-14.0,-14,-14
trial 605,rider 3,path 2,25,1,-15.0,-15,-15
trial 606,rider 1,path 1,13,1,-21.0,-21,-21
trial 606,rider 1,path 2,19,2,-17.5,-24,-11
trial 606,rider 1,path 3,32,3,-11.666666666666666,-20,-4
trial 606,rider 2,path 1,13,1,-21.0,-21,-21
trial 606,rider 2,path 2,37,4,-7.5,-23,3
trial 606,rider 3,path 1,17,1,-19.0,-19,-19
trial 606,rider 3,path 2,25,1,-15.0,-15,-15
trial 607,rider 1,path 1,38,4,-9.0,-17,3
trial 607,rider 1,path 2,31,1,-10.0,-10,-10
trial 607,rider 2,path 1,23,1,-16.0,-16,-16
trial 607,rider 2,path 2,26,2,-14.5,-22,-7
trial 607,rider 3,path 1,23,1,-16.0,-16,-16
trial 607,rider 3,path 2,21,1,-17.0,-17,-17
trial 607,rider 3,path 3,33,3,-7.0,-19,4
trial 608,rider 1,path 1,15,1,-20.0,-20,-20
trial 608,rider 1,path 2,30,3,-12.666666666666666,-24,-4
trial 608,rider 2,path 1,23,1,-16.0,-16,-16
trial 608,rider 2,path 2,30,2,-10.0,-15,-5
trial 608,rider 3,path 1,15,1,-20.0,-20,-20
trial 608,rider 3,path 2,23,1,-16.0,-16,-16
trial 608,rider 3,path 3,47,4,1.75,-14,18
trial 609,rider 1,path 1,24,2,-12.0,-16,-8
trial 609,rider 1,path 2,26,2,-11.0,-13,-9
trial 609,rider 1,path 3,25,2,-5.0,-13,3
trial 609,rider 2,path 1,15,1,-20.0,-20,-20
trial 609,rider 2,path 2,39,3,-3.6666666666666665,-12,7
trial 609,rider 3,path 1,23,1,-16.0,-16,-16
trial 609,rider 3,path 2,23,1,-16.0,-16,-16
trial 609,rider 3,path 3,19,1,-7.0,-7,-7
trial 610,rider 1,path 1,7,1,-24.0,-24,-24
trial 610,rider 1,path 2,7,1,-24.0,-24,-24
trial 610,rider 1,path 3,21,1,-17.0,-17,-17
trial 610,rider 2,path 1,9,1,-22.0,-22,-22
trial 610,rider 2,path 2,15,1,-20.0,-20,-20
trial 610,rider 2,path 3,27,1,-14.0,-14,-14
trial 610,rider 3,path 1,15,1,-20.0,-20,-20
trial 610,rider 3,path 2,19,1,-18.0,-18,-18
trial 610,rider 3,path 3,13,1,-21.0,-21,-21
trial 610,rider 3,path 4,36,4,-5.75,-16,8
trial 611,rider 1,path 1,15,1,-20.0,-20,-20
trial 611,rider 1,path 2,32,3,-8.333333333333334,-22,2
trial 611,rider 2,path 1,23,1,-16.0,-16,-16
trial 611,rider 2,path 2,21,2,-22.0,-30,-14
trial 611,rider 3,path 1,17,1,-19.0,-19,-19
trial 611,rider 3,path 2,31,2,-9.5,-16,-3
trial 611,rider 3,path 3,37,3,-1.3333333333333333,-21,12
trial 612,rider 1,path 1,20,2,-19.0,-23,-15
trial 612,rider 1,path 2,13,1,-21.0,-21,-21
trial 612,rider 1,path 3,20,2,-12.0,-14,-10
trial 612,rider 2,path 1,27,1,-14.0,-14,-14
trial 612,rider 2,path 2,47,4,-4.0,-17,8
trial 612,rider 3,path 1,31,2,-20.0,-30,-10
trial 612,rider 3,path 2,19,1,-18.0,-18,-18
trial 613,rider 1,path 1,28,2,-11.0,-15,-7
trial 613,rider 1,path 2,34,3,-4.333333333333333,-16,4
trial 613,rider 2,path 1,28,2,-12.0,-16,-8
trial 613,rider 2,path 2,24,2,-14.0,-15,-13
trial 613,rider 3,path 1,23,1,-16.0,-16,-16
trial 613,rider 3,path 2,37,3,-0.6666666666666666,-4,3
trial 614,rider 1,path 1,19,1,-18.0,-18,-18
trial 614,rider 1,path 2,20,2,-9.5,-11,-8
trial 614,rider 1,path 3,26,2,-14.5,-21,-8
trial 614,rider 2,path 1,25,1,-15.0,-15,-15
trial 614,rider 2,path 2,47,4,0.0,-18,16
trial 614,rider 3,path 1,19,1,-18.0,-18,-18
trial 614,rider 3,path 2,21,2,-20.0,-29,-11
trial 615,rider 1,path 1,43,3,-4.0,-16,9
trial 615,rider 2,path 1,25,1,-15.0,-15,-15
trial 615,rider 2,path 2,15,1,-20.0,-20,-20
trial 615,rider 2,path 3,32,3,-7.666666666666667,-14,1
trial 615,rider 3,path 1,25,1,-15.0,-15,-15
trial 615,rider 3,path 2,15,1,-20.0,-20,-20
trial 615,rider 3,path 3,38,3,-7.666666666666667,-14,2
trial 616,rider 1,path 1,9,1,-23.0,-23,-23
trial 616,rider 1,path 2,53,5,3.4,-18,18
trial 616,rider 2,path 1,27,1,-10.0,-10,-10
trial 616,rider 2,path 2,19,1,-18.0,-18,-18
trial 616,rider 2,path 3,11,1,-12.0,-12,-12
trial 616,rider 3,path 1,27,1,-14.0,-14,-14
trial 616,rider 3,path 2,39,3,-8.0,-22,5
trial 617,rider 1,path 1,13,1,-21.0,-21,-21
trial 617,rider 1,path 2,23,1,-16.0,-16,-16
trial 617,rider 1,path 3,9,1,-23.0,-23,-23
trial 617,rider 2,path 1,17,1,-19.0,-19,-19
trial 617,rider 2,path 2,15,1,-16.0,-16,-16
trial 617,rider 2,path 3,51,4,-2.25,-19,14
trial 617,rider 3,path 1,27,1,-14.0,-14,-14
trial 617,rider 3,path 2,36,3,-10.333333333333334,-20,-3
trial 618,rider 1,path 1,50,5,3.4,-19,16
trial 618,rider 2,path 1,25,1,-15.0,-15,-15
trial 618,rider 2,path 2,33,2,-12.0,-19,-5
trial 618,rider 3,path 1,19,1,-18.0,-18,-18
trial 618,rider 3,path 2,26,2,-13.0,-15,-11
trial 618,rider 3,path 3,29,2,-13.5,-22,-5
trial 619,rider 1,path 1,31,2,-13.0,-17,-9
trial 619,rider 1,path 2,34,3,-7.666666666666667,-11,-5
trial 619,rider 2,path 1,23,1,-16.0,-16,-16
trial 619,rider 2,path 2,43,3,-3.0,-13,8
trial 619,rider 3,path 1,9,1,-23.0,-23,-23
trial 619,rider 3,path 2,29,1,-13.0,-13,-13
trial 619,rider 3,path 3,28,2,-9.5,-18,-1
trial 620,rider 1,path 1,7,1,-24.0,-24,-24
trial 620,rider 1,path 2,34,4,-14.0,-27,-5
trial 620,rider 2,path 1,27,1,-14.0,-14,-14
trial 620,rider 2,path 2,38,3,-9.0,-21,0
trial 620,rider 3,path 1,17,1,-19.0,-19,-19
trial 620,rider 3,path 2,27,3,-12.333333333333334,-21,-3
trial 621,rider 1,path 1,11,1,-22.0,-22,-22
trial 621,rider 1,path 2,44,4,-3.25,-19,6
trial 621,rider 2,path 1,19,1,-18.0,-18,-18
trial 621,rider 2,path 2,17,1,-19.0,-19,-19
trial 621,rider 2,path 3,44,4,-1.25,-17,20
trial 621,rider 3,path 1,23,1,-16.0,-16,-16
trial 621,rider 3,path 2,23,1,-16.0,-16,-16
trial 622,rider 1,path 1,19,1,-18.0,-18,-18
trial 622,rider 1,path 2,52,5,-0.2,-19,14
trial 622,rider 2,path 1,23,1,-16.0,-16,-16
trial 622,rider 2,path 2,21,1,-17.0,-17,-17
trial 622,rider 2,path 3,42,3,-6.666666666666667,-21,7
trial 622,rider 3,path 1,25,1,-15.0,-15,-15
trial 622,rider 3,path 2,23,1,-16.0,-16,-16
trial 623,rider 1,path 1,28,2,-15.5,-20,-11
trial 623,rider 1,path 2,27,2,-12.5,-18,-7
trial 623,rider 2,path 1,17,1,-19.0,-19,-19
trial 623,rider 2,path 2,33,3,-7.666666666666667,-19,0
trial 623,rider 2,path 3,21,2,-17.0,-20,-14
trial 623,rider 3,path 1,23,1,-16.0,-16,-16
trial 623,rider 3,path 2,19,1,-18.0,-18,-18
trial 623,rider 3,path 3,17,1,-15.0,-15,-15
trial 624,rider 1,path 1,19,1,-18.0,-18,-18
trial 624,rider 1,path 2,36,3,-8.666666666666666,-20,7
trial 624,rider 2,path 1,17,1,-19.0,-19,-19
trial 624,rider 2,path 2,19,1,-18.0,-18,-18
trial 624,rider 2,path 3,52,5,-4.4,-22,11
trial 624,rider 3,path 1,21,1,-17.0,-17,-17
trial 624,rider 3,path 2,23,1,-16.0,-16,-16
trial 625,rider 1,path 1,17,1,-19.0,-19,-19
trial 625,rider 1,path 2,23,1,-16.0,-16,-16
trial 625,rider 1,path 3,23,2,-6.0,-12,0
trial 625,rider 2,path 1,29,2,-10.5,-14,-7
trial 625,rider 2,path 2,27,1,-13.0,-13,-13
trial 625,rider 2,path 3,9,1,-16.0,-16,-16
trial 625,rider 3,path 1,35,3,-7.0,-10,-1
trial 625,rider 3,path 2,25,2,-18.5,-22,-15
trial 626,rider 1,path 1,13,1,-21.0,-21,-21
trial 626,rider 1,path 2,42,3,-3.0,-13,4
trial 626,rider 2,path 1,19,1,-18.0,-18,-18
trial 626,rider 2,path 2,33,3,-14.333333333333334,-22,-4
trial 626,rider 2,path 3,27,1,-14.0,-14,-14
trial 626,rider 3,path 1,23,1,-16.0,-16,-16
trial 626,rider 3,path 2,24,2,-16.5,-20,-13
trial 626,rider 3,path 3,27,1,-5.0,-5,-5
trial 627,rider 1,path 1,13,1,-21.0,-21,-21
trial 627,rider 1,path 2,34,2,-4.0,-13,5
trial 627,rider 1,path 3,55,5,6.8,-10,31
trial 627,rider 2,path 1,23,1,-16.0,-16,-16
trial 627,rider 2,path 2,27,1,-14.0,-14,-14
trial 627,rider 3,path 1,27,1,-14.0,-14,-14
trial 627,rider 3,path 2,30,2,-16.5,-24,-9
trial 628,rider 1,path 1,70,8,12.0,-11,38
trial 628,rider 2,path 1,17,1,-19.0,-19,-19
trial 628,rider 2,path 2,15,1,-20.0,-20,-20
trial 628,rider 2,path 3,15,1,-20.0,-20,-20
trial 628,rider 3,path 1,21,1,-17.0,-17,-17
trial 628,rider 3,path 2,29,1,-13.0,-13,-13
trial 629,rider 1,path 1,25,2,-15.0,-20,-10
trial 629,rider 1,path 2,23,2,-14.5,-17,-12
trial 629,rider 2,path 1,19,1,-18.0,-18,-18
trial 629,rider 2,path 2,29,3,-8.666666666666666,-16,-2
trial 629,rider 2,path 3,19,1,-17.0,-17,-17
trial 629,rider 3,path 1,23,1,-16.0,-16,-16
trial 629,rider 3,path 2,31,2,-4.5,-11,2
trial 629,rider 3,path 3,17,1,-19.0,-19,-19
trial 630,rider 1,path 1,21,1,-17.0,-17,-17
trial 630,rider 1,path 2,50,4,-2.5,-16,14
trial 630,rider 2,path 1,15,1,-20.0,-20,-20
trial 630,rider 2,path 2,22,2,-8.0,-12,-4
trial 630,rider 2,path 3,28,2,-14.0,-17,-11
trial 630,rider 3,path 1,23,1,-16.0,-16,-16
trial 630,rider 3,path 2,23,1,-16.0,-16,-16
trial 630,rider 3,path 3,21,1,-10.0,-10,-10
trial 631,rider 1,path 1,17,1,-19.0,-19,-19
trial 631,rider 1,path 2,47,5,-4.2,-14,10
trial 631,rider 2,path 1,17,1,-19.0,-19,-19
trial 631,rider 2,path 2,35,3,-8.0,-19,7
trial 631,rider 3,path 1,21,1,-17.0,-17,-17
trial 631,rider 3,path 2,7,1,-24.0,-24,-24
trial 631,rider 3,path 3,31,1,-12.0,-12,-12
trial 632,rider 1,path 1,22,2,-13.5,-19,-8
trial 632,rider 1,path 2,25,1,-15.0,-15,-15
trial 632,rider 1,path 3,45,4,-6.5,-19,5
trial 632,rider 2,path 1,46,3,-3.6666666666666665,-17,7
trial 632,rider 3,path 1,31,1,-12.0,-12,-12
trial 632,rider 3,path 2,23,2,-15.5,-21,-10
trial 633,rider 1,path 1,19,1,-18.0,-18,-18
trial 633,rider 1,path 2,37,3,-10.666666666666666,-17,0
trial 633,rider 2,path 1,13,1,-21.0,-21,-21
trial 633,rider 2,path 2,15,1,-20.0,-20,-20
trial 633,rider 2,path 3,45,4,-2.5,-18,10
trial 633,rider 3,path 1,17,1,-19.0,-19,-19
trial 633,rider 3,path 2,17,1,-16.0,-16,-16
trial 633,rider 3,path 3,27,1,-14.0,-14,-14
trial 634,rider 1,path 1,30,3,-13.0,-22,-3
trial 634,rider 1,path 2,23,1,-16.0,-16,-16
trial 634,rider 1,path 3,17,1,-8.0,-8,-8
trial 634,rider 2,path 1,9,1,-23.0,-23,-23
trial 634,rider 2,path 2,24,2,-16.0,-20,-12
trial 634,rider 2,path 3,19,1,-18.0,-18,-18
trial 634,rider 3,path 1,23,1,-16.0,-16,-16
trial 634,rider 3,path 2,32,3,-8.0,-21,5
trial 635,rider 1,path 1,21,1,-17.0,-17,-17
trial 635,rider 1,path 2,9,1,-18.0,-18,-18
trial 635,rider 1,path 3,23,1,-15.0,-15,-15
trial 635,rider 2,path 1,25,2,-15.5,-22,-9
trial 635,rider 2,path 2,13,1,-21.0,-21,-21
trial 635,rider 2,path 3,43,3,-2.0,-18,13
trial 635,rider 3,path 1,23,1,-16.0,-16,-16
trial 635,rider 3,path 2,13,2,-16.0,-22,-10
trial 635,rider 3,path 3,27,1,-13.0,-13,-13
trial 636,rider 1,path 1,19,1,-18.0,-18,-18
trial 636,rider 1,path 2,13,1,-21.0,-21,-21
trial 636,rider 1,path 3,50,5,-1.2,-18,16
trial 636,rider 2,path 1,21,1,-17.0,-17,-17
trial 636,rider 2,path 2,23,1,-16.0,-16,-16
trial 636,rider 3,path 1,23,1,-16.0,-16,-16
trial 636,rider 3,path 2,35,3,-4.333333333333333,-11,5
trial 637,rider 1,path 1,7,1,-24.0,-24,-24
trial 637,rider 1,path 2,25,2,-13.0,-19,-7
trial 637,rider 1,path 3,41,3,-7.0,-15,2
trial 637,rider 2,path 1,23,1,-14.0,-14,-14
trial 637,rider 2,path 2,30,3,-5.666666666666667,-13,5
trial 637,rider 3,path 1,28,2,-14.0,-17,-11
trial 637,rider 3,path 2,27,1,-14.0,-14,-14
